,record_id,dog_name,purebred,akc,purebred_breed,okc,mixbred,mixbred_breed,acquisition_source,dog_age_acq_months,dog_age_today_months,dog_sex,dog_spayed,dog_sex_month,dog_weight,q02_main_1,q02_main_2,q02_main_3,q02_main_4,q02_main_5,q02_main_6,q02_main_7,q02_main_8,q02_main_9,q02_main_10,q02_main_12,q02_main_13,q03_form_5,q03_severity,prof_help,prof_type_3,prof_type_1,prof_type_2,prof_score,prof_discover,health_iss_1,health_iss_2,health_iss_3,health_iss_4,health_iss_5,health_iss_6,heath_oth,trainer_mult,trainer_count,trainer_cred,trainer_cred_type,trainer_cred_other,consultant_mult,consultant_count,consultant_cred,consultant_cred_type_1,consultant_cred_type_2,consultant_cred_type_3,consultant_cred_type_4,consultant_cred_type_5,consultant_cred_other,best_prof,best_prof_combo,training_methods_1,training_methods_2,training_methods_3,training_methods_4,equipment_1,equipment_2,equipment_3,equipment_4,equipment_5,equipment_9,equipment_6,equipment_7,equipment_10,equipment_11,equipment_8,desc_other_equip,med_rec,med_pursued,med_list_1,med_list_2,med_list_3,med_list_4,med_list_5,med_list_6,med_list_7,med_list_8,med_list_9,med_list_10,med_list_11,med_list_12,med_list_13,desc_other_med,med_combo_1,med_combo_2,med_combo_3,med_combo_4,med_combo_5,med_combo_6,med_combo_7,med_combo_8,med_combo_9,med_combo_10,med_combo_11,med_combo_12,med_combo_13,desc_other_combo,fluoxetine_dose,fluoxetine_freq,fluoxetine_nec,fluoxetine_span,fluoxetine_span_wk,fluoxetine_span_mn,fluoxetine_span_yr,sertraline_dose,sertraline_freq,sertraline_nec,sertraline_span,sertraline_span_wk,sertraline_span_mn,sertraline_span_yr,paroxetine_dose,paroxetine_freq,paroxetine_nec,paroxetine_span,paroxetine_span_wk,paroxetine_span_mn,paroxetine_span_yr,citalopram_dose,citalopram_freq,citalopram_nec,citalopram_span,citalopram_span_wk,citalopram_span_mn,citalopram_span_yr,escitalopram_dose,escitalopram_freq,escitalopram_nec,escitalopram_span,escitalopram_span_wk,escitalopram_span_mn,escitalopram_span_yr,clomipramine_dose,clomipramine_freq,clomipramine_nec,clomipramine_span,clomipramine_span_wk,clomipramine_span_mn,clomipramine_span_yr,trazadone_dose,trazadone_freq,trazadone_nec,trazadone_span,trazadone_span_wk,trazadone_span_mn,trazadone_span_yr,buspirone_dose,buspirone_freq,buspirone_nec,buspirone_span,buspirone_span_wk,buspirone_span_mn,buspirone_span_yr,valium_dose,valium_freq,valium_nec,valium_span,valium_span_wk,valium_span_mn,valium_span_yr,clonidine_dose,clonidine_freq,clonidine_nec,clonidine_span,clonidine_span_wk,clonidine_span_mn,clonidine_span_yr,acepromazine_dose,acepromazine_freq,acepromazine_nec,acepromazine_span,acepromazine_span_wk,acepromazine_span_mn,acepromazine_span_yr,diphenhydramine_dose,diphenhydramine_freq,diphenhydramine_nec,diphenhydramine_span,diphenhydramine_span_wk,diphenhydramine_span_mn,diphenhydramine_span_yr,other_drug_dose,other_drug_freq,other_drug_nec,other_drug_span,other_drug_span_wk,other_drug_span_mn,other_drug_span_yr,alt_treatment,alt_med_type_1,alt_med_type_2,alt_med_type_3,alt_med_type_4,alt_med_type_5,alt_med_type_6,alt_med_type_7,alt_med_type_8,alt_med_type_9,alt_med_type_10,alt_med_type_11,alt_med_type_12,alt_med_type_13,alt_med_type_15,alt_med_type_16,alt_med_type_17,alt_med_type_18,behavior_prog_rec,behavior_prog,behavior_tech_used_1,behavior_tech_used_2,behavior_tech_used_3,behavior_tech_used_4,behavior_tech_used_5,behavior_tech_used_6,behavior_tech_used_7,behavior_tech_used_8,behavior_tech_used_9,behavior_tech_used_10,behavior_tech_used_11,behavior_tech_used_12,behavior_tech_used_13,behavior_tech_used_14,behavior_tech_used_15,behavior_tech_used_16,behavior_tech_used_17,behavior_tech_used_18,behavior_tech_used_19,behavior_tech_other,behavior_tech_best_1,behavior_tech_best_2,behavior_tech_best_3,behavior_tech_best_4,behavior_tech_best_5,behavior_tech_best_6,behavior_tech_best_7,behavior_tech_best_8,behavior_tech_best_9,behavior_tech_best_10,behavior_tech_best_11,behavior_tech_best_12,behavior_tech_best_13,behavior_tech_best_14,behavior_tech_best_15,behavior_tech_best_16,behavior_tech_best_17,behavior_tech_best_18,behavior_tech_best_19,behavior_other_best,aggression_1,aggression_2,aggression_3,aggression_4,aggression_5,aggression_6,aggression_7,aggression_8,aggression_9,aggression_10,aggression_11,final_word,owner_id,dw_orig,fluoxetine_day_dose,sertraline_day_dose,paroxetine_day_dose,citalopram_day_dose,escitalopram_day_dose,clomipramine_day_dose,trazadone_day_dose,buspirone_day_dose,valium_day_dose,clonidine_day_dose,acepromazine_day_dose,diphenhydramine_day_dose,fluoxetine_day_freq,sertraline_day_freq,paroxetine_day_freq,citalopram_day_freq,escitalopram_day_freq,clomipramine_day_freq,trazadone_day_freq,buspirone_day_freq,valium_day_freq,clonidine_day_freq,acepromazine_day_freq,diphenhydramine_day_freq,fluoxetine_daily_dose,sertraline_daily_dose,paroxetine_daily_dose,citalopram_daily_dose,escitalopram_daily_dose,clomipramine_daily_dose,trazadone_daily_dose,buspirone_daily_dose,valium_daily_dose,clonidine_daily_dose,acepromazine_daily_dose,diphenhydramine_daily_dose,agg_conf,agg_idh,agg_ext_ppl,agg_ext_dog,agg_pred,agg_avg
89,368,Killa,0.0,,,,1.0,corgi/ aussie x,4.0,48.0,72.0,2.0,1.0,48.0,13.607759999999999,1,0,0,0,0,0,0,0,0,0,1,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Don't use equipment.,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"massage, to relax her and take her mind off of it",,,5.0,,,6.0,6.0,,,,,,347,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,,5.666666666666667
90,369,Sebastian,0.0,,,,1.0,Morkie,4.0,11.0,60.0,1.0,1.0,11.0,2.721552,1,1,0,1,0,0,0,0,0,0,0,0,1,2.0,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,4.0,4.0,3.0,,,4.0,,,,,1.0,348,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,,3.75
91,370,Fen,1.0,1.0,43.0,,,,5.0,2.5,12.0,2.0,1.0,7.0,15.422128,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,2.0,2.0,,,,,2.0,,,2.0,1.0,349,34 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,2.0
92,375,Baker,1.0,1.0,160.0,,,,5.0,2.5,72.0,1.0,1.0,60.0,40.82328,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,,,,7.0,7.0,4.0,,7.0,4.0,,,,1.0,354,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.5,5.5,,5.8
93,376,Herschel,0.0,,,,1.0,"Dachshund, Chihuahua",1.0,60.0,132.0,1.0,1.0,6.0,7.257472,1,0,0,1,1,0,0,0,0,0,0,0,0,,1.0,1,0,0,1,0.0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,1.0,,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,7.0,5.0,,,5.0,,,,,1.0,355,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,5.0,,5.666666666666667
94,386,Griffin,1.0,1.0,139.0,,,,1.0,12.0,23.0,1.0,1.0,13.0,24.493968,1,0,0,0,0,1,0,1,0,0,0,1,0,,1.0,0,1,1,2,,0,0,0,0,0,0,,1.0,2.0,1.0,2.0,,1.0,2.0,1.0,0,0,0,0,1,"One of the two I used has credentials, but I am not sure what they are.",8.0,"I gained knowledge and suggestions from both.   They did have different opinions on some issues, but that was not necessarily problematic.",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,6.0,,,,,,365,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0
95,394,Stone,1.0,1.0,92.0,,,,6.0,,144.0,1.0,0.0,,39.462504,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Changed vet practice to one where no one was afraid of Stone and treated him respectfully & fairly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Changed vet practice to one where no one was afraid of Stone and treated him respectfully & fairly,,,,4.0,,,,7.0,,,,1.0,373,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,,,5.5
96,395,Ranger,0.0,,,,1.0,Australian Shepard Mix,4.0,48.0,120.0,1.0,1.0,,22.6796,1,1,1,0,0,1,1,1,0,0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,He was a shelter dog age 4 and we found that he knew enough basic behavior commands that we didn't need to do much more.,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,Several of these were used slightly.,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4.0,,,,,,,,,,,1.0,374,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0
97,397,Captain,1.0,1.0,97.0,,,,4.0,3.0,36.0,1.0,1.0,7.0,32.205032,1,1,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,4.0,,4.0,,,,,1.0,376,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0
98,400,Oliver,0.0,,,,0.0,,4.0,24.0,156.0,1.0,1.0,24.0,9.07184,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,6.0,,,,,,379,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0
99,402,Fritz,1.0,1.0,92.0,,,,5.0,2.0,21.6,1.0,0.0,,33.112216,1,1,0,0,0,1,0,0,1,0,0,0,0,,1.0,0,1,0,1,,0,0,0,0,0,0,,1.0,3.0,1.0,1.0,,,,,0,0,0,0,0,,8.0,I'm still working on his reactivity to other dogs. I'm using a combination of protocols from the different trainers.,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,Treats/rewards.,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,Turn and Face for reactivity.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,It really depends on the issue as to what is or was most effective.,,,,,,,5.0,,,,,1.0,381,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0
100,403,Oliver,0.0,,,,1.0,"Collie, Shepherd",2.0,2.0,78.0,1.0,,,27.215519999999998,1,1,0,0,0,0,0,0,0,1,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,4.0,4.0,,,5.0,,,,,,1.0,382,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,4.333333333333333
101,404,Bast,0.0,,,,1.0,"Rhodesian Ridgeback, Presa Canario",2.0,4.0,42.0,1.0,0.0,,41.95726,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,,4.0,4.0,,4.0,,,,,1.0,383,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,4.0
102,408,Rico,0.0,,,,1.0,Gsd/ Greyhound,1.0,24.0,48.0,1.0,1.0,,,1,1,0,0,1,1,0,0,1,0,0,1,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,6.0,,5.0,6.0,5.0,,,,,,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.333333333333333,,5.5
103,409,Theo,1.0,1.0,151.0,,,,5.0,2.5,84.0,1.0,1.0,9.0,9.07184,1,0,0,0,1,0,1,1,0,0,0,0,0,,1.0,0,0,1,1,,0,0,0,0,0,0,,,,,,,0.0,1.0,1.0,0,1,1,0,0,,6.0,,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,4.0,,,4.0,,,,,,4.0,,1.0,388,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,4.0
104,411,Willa,1.0,1.0,78.0,,,,1.0,12.0,24.0,2.0,1.0,12.0,31.75144,1,1,0,1,1,1,0,1,0,0,0,1,0,,1.0,1,1,1,3,0.0,0,0,0,0,0,0,,1.0,5.0,1.0,1.0,,1.0,2.0,1.0,1,0,0,1,0,,7.0,,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,1.0,1.0,0,1,0,0,0,0,1,1,1,1,0,0,1,"Atenolol, 1/4 tablet 25mg every 12 hoursGabapentin 400mg capsule administered 30 mins before travel ",0,0,0,0,0,0,0,0,0,0,0,0,1,None have worked so far.  We have weaned her off her last medications so that we can try something new.  We have not found anything to take Willa below threshold so that she can continue work with a trainer.,,,,,,,,50 mg,2.0,0.0,2.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 mg,2,0.0,2.0,,2,,15 mg,1.0,0.0,2.0,,2,,"Ativan - 1mg, Xanax - 1mg",2,0.0,2.0,,"2 months trial for each drug, not given at same time",,1/2 tab of 0.3 mg,2,0.0,2.0,,2-3,,,,,,,,,,,,,,,,400 mg Gabapentin,"only before travel, as needed",1.0,,,,,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1.0,6.0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Very little has changed and I have been advised to keep Willa in a ""bubble"" until we can get her threshold at a level where she can focus.  Willa is very trainable indoors until strangers come into the home and none of the training translates once she is outside.  She becomes vigilant and doesn't hear me.",,2.0,4.0,,2.0,2.0,2.0,,,,4.0,1.0,390,70,,100.0,,,,,200.0,15.0,2.0,0.6,,,,2.0,,,,,2.0,1.0,2.0,2.0,,,,3.1494634574053966,,,,,6.298926914810793,0.4724195186108095,0.06298926914810793,0.01889678074443238,,,,,3.0,2.0,4.0,2.6666666666666665
105,412,Gary,1.0,1.0,144.0,,,,5.0,2.5,36.0,1.0,1.0,18.0,15.422128,1,1,0,0,0,0,0,1,0,0,1,0,0,,1.0,0,1,1,2,,0,0,0,0,0,0,,1.0,3.0,1.0,2.0,,0.0,1.0,1.0,0,0,0,0,1,Bachelor of Sciences in Animal Behavior Therapy (BSc ABT),8.0,Certified behavior consultant for at-home work.Credentialed dog trainer for meeting up with others and working on the behavior problem.,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,1,0.0,1.0,3,,,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,3.0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,6.0,4.0,,,5.0,,391,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,5.0,5.0
106,417,Diesel,0.0,,,,1.0,Boxer Lab,9.0,2.0,84.0,1.0,1.0,5.0,41.730464,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7.0,,,,,,,,,,,396,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,7.0
107,422,Lorca,1.0,1.0,112.0,,,,4.0,18.0,72.0,2.0,1.0,12.0,4.6719976,1,1,1,1,0,0,0,1,0,0,0,0,1,2.0,1.0,1,0,1,2,1.0,0,1,1,0,1,0,,,,,,,1.0,2.0,1.0,1,0,1,1,0,,1.0,,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,Zonisamide for seizures,0,0,0,0,0,0,0,0,1,0,0,0,1,Zonisamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,100,2,0.0,3.0,,,4.5,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,3.0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,,7.0,,5.0,,,,4.0,4.0,,,,,401,10.3,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.4280824116861704,,,,7.0,,4.5,4.0,,5.0
108,427,Kirk,0.0,,,,1.0,Dachshund/ Jack Russel Terrier,2.0,2.0,84.0,1.0,1.0,6.0,4.9895119999999995,1,1,0,0,1,1,0,0,0,1,0,1,1,2.0,1.0,0,1,0,1,,0,0,0,0,0,0,,1.0,2.0,1.0,1.0,,,,,0,0,0,0,0,,3.0,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,5.0,5.0,,4.0,4.0,4.0,5.0,,,,5.0,1.0,406,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,5.0,4.333333333333333,5.0,4.571428571428571
